Species,Family,Genus,BioStatus,PlantType,Palatibility,GrowthForm,VernacularNames,ThreatenedStatus,NumPlots,NumObs,Cover,CoverCombined
Lobaria adscripta,Lobariaceae,Lobaria,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobaria asperula,Lobariaceae,Lobaria,Exotic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobaria dictyophora,Lobariaceae,Lobaria,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobarina scrobiculata,Lobariaceae,Lobarina,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobatiriccardia alterniloba,Aneuraceae,Aneura,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),1,1,0.0000,0.0000
Lobatiriccardia coronopus,Aneuraceae,Aneura,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobatiriccardia coronopus subsp. australis,Aneuraceae,Lobatiriccardia,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobatiriccardia subaquatica,Aneuraceae,Lobatiriccardia,Indigenous Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lobelia anceps,Campanulaceae,Lobelia,Indigenous Non-Endemic,Vascular,Unclassified,Forb,New Zealand lobelia; Punakuru; P?rao; Shore lobelia; waewaekoukou;,Not Threatened,38,41,0.0000,0.0000
Lobelia angulata,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,panakeake; P?nakenake;,Not Threatened,747,1059,0.0000,0.0003
Lobelia arenaria,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,P?nakenake;,Naturally Uncommon,2,2,0.0000,0.0000
Lobelia erinus,Campanulaceae,Lobelia,Exotic,Vascular,Unclassified,Forb,Bedding lobelia; Edging lobelia; Trailing lobelia;,Not threatened (assumed),1,1,0.0000,0.0000
Lobelia fatiscens,Campanulaceae,Isotoma,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,1,1,0.0000,0.0000
Lobelia glaberrima,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,13,17,0.0000,0.0000
Lobelia ionantha,Campanulaceae,Hypsela,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,10,10,0.0000,0.0000
Lobelia linnaeoides,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,43,51,0.0000,0.0000
Lobelia macrodon,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,88,106,0.0000,0.0000
Lobelia pedunculata,Campanulaceae,Lobelia,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Lobelia perpusilla,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,4,4,0.0000,0.0000
Lobelia physaloides,Campanulaceae,Colensoa,Indigenous Endemic,Vascular,Unclassified,SubShrub,Koru; Oru;,Nationally Vulnerable,1,1,0.0000,0.0000
Lobelia roughii,Campanulaceae,Lobelia,Indigenous Endemic,Vascular,Unclassified,Forb,Scree lobelia;,Not Threatened,3,4,0.0000,0.0000
Lobularia maritima,Cruciferae,Lobularia,Exotic,Vascular,Unclassified,Forb,Alyssum; Sweet Alice; Sweet alyssum;,Not threatened (assumed),0,0,0.0000,0.0000
Logfia minima,Compositae,Logfia,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),14,14,0.0000,0.0000
Lolium arundinaceum,Gramineae,Festuca,Exotic,Vascular,Unclassified,Graminoid,tall fescue;,Not threatened (assumed),191,239,0.0000,0.0011
Lolium multiflorum,Gramineae,Lolium,Exotic,Vascular,Unclassified,Graminoid,Italian ryegrass; Westerwolds ryegrass;,Not threatened (assumed),2,2,0.0000,0.0000
Lolium multiflorum x perenne,Gramineae,Lolium,Unknown,Vascular,Unclassified,Graminoid,short-rotation ryegrass;,Not threatened (assumed),0,0,0.0000,0.0000
Lolium perenne,Gramineae,Lolium,Exotic,Vascular,Unclassified,Graminoid,perennial ryegrass;,Not threatened (assumed),201,273,0.0000,0.0004
Lolium remotum,Gramineae,Lolium,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Lolium rigidum,Gramineae,Lolium,Exotic,Vascular,Unclassified,Graminoid,Annual ryegrass;,Not threatened (assumed),1,1,0.0000,0.0000
Lolium temulentum,Gramineae,Lolium,Exotic,Vascular,Unclassified,Graminoid,Darnel;,Not threatened (assumed),0,0,0.0000,0.0000
Lolium xholmbergii,Gramineae,Lolium,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Lonicera japonica,Caprifoliaceae,Lonicera,Exotic,Vascular,Unclassified,Vine,Japanese honeysuckle;,Not threatened (assumed),12,14,0.0001,0.0001
Lophocolea bidentata,Lophocoleaceae,Lophocolea,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lopholejeunea colensoi,Lejeuneaceae,Lopholejeunea,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lopholejeunea plicatiscypha,Lejeuneaceae,Lopholejeunea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lophomyrtus bullata,Myrtaceae,Lophomyrtus,Indigenous Endemic,Vascular,Unclassified,Tree,New Zealand myrtle; Ramarama;,Nationally Critical,126,163,0.0004,0.0003
Lophomyrtus obcordata,Myrtaceae,Lophomyrtus,Indigenous Endemic,Vascular,Not Selected,Tree,New Zealand myrtle; R?hutu; r?utu; Tuhuhi;,Nationally Critical,134,153,0.0006,0.0004
Lophospermum erubescens,Plantaginaceae,Lophospermum,Exotic,Vascular,Unclassified,Forb,climbing gloxinia; Creeping gloxinia;,Not threatened (assumed),0,0,0.0000,0.0000
Lophostemon confertus,Myrtaceae,Lophostemon,Exotic,Vascular,Unclassified,Tree,Brisbane box; brush box;,Not threatened (assumed),0,0,0.0000,0.0000
Lophozonia menziesii,Nothofagaceae,Lophozonia,Indigenous Endemic,Vascular,Avoided,Tree,silver beech; t?whairauriki;,Not Threatened,2822,4443,0.0454,0.0313
Lopidium concinnum,Hypopterygiaceae,Lopidium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lotus angustissimus,Leguminosae,Lotus,Exotic,Vascular,Unclassified,Forb,Slender birdsfoot trefoil;,Not threatened (assumed),4,4,0.0000,0.0000
Lotus corniculatus,Leguminosae,Lotus,Exotic,Vascular,Unclassified,Forb,Birdsfoot trefoil;,Not threatened (assumed),17,21,0.0000,0.0000
Lotus major,Leguminosae,Lotus,Unknown,Vascular,Unclassified,Forb,,Not threatened (assumed),6,6,0.0000,0.0000
Lotus pedunculatus,Leguminosae,Lotus,Exotic,Vascular,Unclassified,Forb,Birdsfoot trefoil; Lotus;,Not threatened (assumed),444,630,0.0000,0.0009
Lotus subbiflorus,Leguminosae,Lotus,Exotic,Vascular,Unclassified,Forb,hairy birdsfoot trefoil;,Not threatened (assumed),32,40,0.0000,0.0000
Lotus subulata,Leguminosae,Lotus,Unknown,Vascular,Unclassified,Forb,,Not threatened (assumed),6,6,0.0000,0.0000
Lotus tenuis,Leguminosae,Lotus,Exotic,Vascular,Unclassified,Forb,narrow-leaved birdsfoot trefoil;,Not threatened (assumed),1,1,0.0000,0.0000
Loxogramme dictyopteris,Polypodiaceae,Anarthropteris,Indigenous Endemic,Vascular,Unclassified,Fern,lance fern;,Not Threatened,234,287,0.0000,0.0001
Loxospora cyamidia,Haematommataceae,Loxospora,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Loxsoma cunninghamii,Loxsomataceae,Loxsoma,Indigenous Endemic,Vascular,Unclassified,Fern,,Not Threatened,3,5,0.0000,0.0000
Ludwigia palustris,Onagraceae,Ludwigia,Exotic,Vascular,Unclassified,Forb,Water purslane;,Not threatened (assumed),16,17,0.0000,0.0000
Ludwigia peploides,Onagraceae,Ludwigia,Exotic,Vascular,Unclassified,Forb,Primrose willow; Water primrose;,Not threatened (assumed),2,2,0.0000,0.0000
Ludwigia peploides subsp. montevidensis,Onagraceae,Ludwigia,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Ludwigia peploides subsp. peploides,Onagraceae,Ludwigia,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Lunularia cruciata,Lunulariaceae,Lunularia,Exotic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Lupinus angustifolius,Leguminosae,Lupinus,Exotic,Vascular,Unclassified,Forb,blue lupin;,Not threatened (assumed),0,0,0.0000,0.0000
Lupinus arboreus,Leguminosae,Lupinus,Exotic,Vascular,Unclassified,Shrub,tree lupin;,Not threatened (assumed),70,81,0.0002,0.0001
Lupinus luteus,Leguminosae,Lupinus,Exotic,Vascular,Unclassified,Forb,yellow lupin;,Not threatened (assumed),0,0,0.0000,0.0000
Lupinus polyphyllus,Leguminosae,Lupinus,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),50,50,0.0000,0.0002
Luzula aff. rufa,,,Unknown,Vascular,Unclassified,Graminoid,,Unknown,0,0,0.0000,0.0000
Luzula aff. rufa x colensoi,,,Unknown,Vascular,Unclassified,Graminoid,,Unknown,0,0,0.0000,0.0000
Luzula banksiana,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,Coastal woodrush;,Not threatened (assumed),172,206,0.0000,0.0000
Luzula banksiana var. acra,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,0,0,0.0000,0.0000
Luzula banksiana var. migrata,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,0,0,0.0000,0.0000
Luzula banksiana var. orina,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,0,0,0.0000,0.0000
Luzula banksiana var. rhadina,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,0,0,0.0000,0.0000
Luzula campestris,Juncaceae,Luzula,Exotic,Vascular,Unclassified,Graminoid,Field woodrush;,Not threatened (assumed),2,2,0.0000,0.0000
Luzula campestris var. australasica,Juncaceae,Luzula,Absent,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Luzula celata,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,Dwarf woodrush;,Declining,103,104,0.0000,0.0000
Luzula colensoi,Juncaceae,Luzula,Indigenous Endemic,Vascular,Unclassified,Graminoid,Dwarf alpine woodrush;,Not Threatened,22,29,0.0000,0.0000
Luzula congesta,Juncaceae,Luzula,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),27,28,0.0000,0.0000
